date,lottery,number,animal,time
2022-03-14,lagranjita,35,jirafa,01:00 PM
2022-03-14,lagranjita,6,rana,02:00 PM
2022-03-14,lagranjita,32,ardilla,03:00 PM
2022-03-14,lagranjita,7,perico,04:00 PM
2022-03-14,lagranjita,19,chivo,05:00 PM
2022-03-14,lagranjita,33,pescado,06:00 PM
2022-03-14,lagranjita,34,venado,07:00 PM
2022-03-15,lagranjita,22,camello,09:00 AM
2022-03-15,lagranjita,13,mono,10:00 AM
2022-03-15,lagranjita,9,aguila,11:00 AM
2022-03-15,lagranjita,5,leon,12:00 PM
2022-03-15,lagranjita,27,perro,01:00 PM
2022-03-15,lagranjita,23,cebra,02:00 PM
2022-03-15,lagranjita,6,rana,03:00 PM
2022-03-15,lagranjita,25,gallina,04:00 PM
2022-03-15,lagranjita,19,chivo,05:00 PM
2022-03-15,lagranjita,0,delfin,06:00 PM
2022-03-15,lagranjita,8,raton,07:00 PM
2022-03-16,lagranjita,37,ballena,09:00 AM
2022-03-16,lagranjita,12,caballo,10:00 AM
2022-03-16,lagranjita,10,tigre,11:00 AM
2022-03-16,lagranjita,15,zorro,12:00 PM
2022-03-16,lagranjita,8,raton,01:00 PM
2022-03-16,lagranjita,2,toro,02:00 PM
2022-03-16,lagranjita,13,mono,03:00 PM
2022-03-16,lagranjita,33,pescado,04:00 PM
2022-03-16,lagranjita,35,jirafa,05:00 PM
2022-03-16,lagranjita,37,ballena,06:00 PM
2022-03-16,lagranjita,30,caiman,07:00 PM
2022-03-17,lagranjita,32,ardilla,09:00 AM
2022-03-17,lagranjita,33,pescado,10:00 AM
2022-03-17,lagranjita,5,leon,11:00 AM
2022-03-17,lagranjita,7,perico,12:00 PM
2022-03-17,lagranjita,1,carnero,01:00 PM
2022-03-17,lagranjita,3,ciempies,02:00 PM
2022-03-17,lagranjita,12,caballo,03:00 PM
2022-03-17,lagranjita,2,toro,04:00 PM
2022-03-17,lagranjita,34,venado,05:00 PM
2022-03-17,lagranjita,15,zorro,06:00 PM
2022-03-17,lagranjita,26,vaca,07:00 PM
2022-03-18,lagranjita,6,rana,09:00 AM
2022-03-18,lagranjita,31,lapa,10:00 AM
2022-03-18,lagranjita,17,pavo,11:00 AM
2022-03-18,lagranjita,26,vaca,12:00 PM
2022-03-18,lagranjita,10,tigre,01:00 PM
2022-03-18,lagranjita,17,pavo,02:00 PM
2022-03-18,lagranjita,35,jirafa,03:00 PM
2022-03-18,lagranjita,14,paloma,04:00 PM
2022-03-18,lagranjita,8,raton,05:00 PM
2022-03-18,lagranjita,3,ciempies,06:00 PM
2022-03-18,lagranjita,30,caiman,07:00 PM
2022-03-19,lagranjita,12,caballo,09:00 AM
2022-03-19,lagranjita,13,mono,10:00 AM
2022-03-19,lagranjita,37,ballena,11:00 AM
2022-03-19,lagranjita,4,alacran,12:00 PM
2022-03-19,lagranjita,32,ardilla,01:00 PM
2022-03-19,lagranjita,27,perro,02:00 PM
2022-03-19,lagranjita,15,zorro,03:00 PM
2022-03-19,lagranjita,35,jirafa,04:00 PM
2022-03-19,lagranjita,2,toro,05:00 PM
2022-03-19,lagranjita,4,alacran,06:00 PM
2022-03-19,lagranjita,7,perico,07:00 PM
2022-03-20,lagranjita,30,caiman,09:00 AM
2022-03-20,lagranjita,5,leon,10:00 AM
2022-03-20,lagranjita,13,mono,11:00 AM
2022-03-20,lagranjita,17,pavo,12:00 PM
2022-03-20,lagranjita,0,delfin,01:00 PM
2022-03-20,lagranjita,23,cebra,02:00 PM
2022-03-20,lagranjita,4,alacran,03:00 PM
2022-03-20,lagranjita,14,paloma,04:00 PM
2022-03-20,lagranjita,9,aguila,05:00 PM
2022-03-20,lagranjita,5,leon,06:00 PM
2022-03-20,lagranjita,18,burro,07:00 PM
2022-03-21,lagranjita,26,vaca,09:00 AM
2022-03-21,lagranjita,18,burro,10:00 AM
2022-03-21,lagranjita,32,ardilla,11:00 AM
2022-03-21,lagranjita,22,camello,12:00 PM
2022-03-21,lagranjita,8,raton,01:00 PM
2022-03-21,lagranjita,10,tigre,02:00 PM
2022-03-21,lagranjita,31,lapa,03:00 PM
2022-03-21,lagranjita,0,delfin,04:00 PM
2022-03-21,lagranjita,12,caballo,05:00 PM
2022-03-21,lagranjita,22,camello,06:00 PM
2022-03-21,lagranjita,3,ciempies,07:00 PM
2022-03-22,lagranjita,1,carnero,09:00 AM
2022-03-22,lagranjita,17,pavo,10:00 AM
2022-03-22,lagranjita,22,camello,11:00 AM
2022-03-22,lagranjita,36,culebra,12:00 PM
2022-03-22,lagranjita,13,mono,01:00 PM
2022-03-22,lagranjita,25,gallina,02:00 PM
2022-03-22,lagranjita,7,perico,03:00 PM
2022-03-22,lagranjita,15,zorro,04:00 PM
2022-03-22,lagranjita,16,oso,05:00 PM
2022-03-22,lagranjita,3,ciempies,06:00 PM
2022-03-22,lagranjita,9,aguila,07:00 PM
2022-03-23,lagranjita,0,delfin,09:00 AM
2022-03-23,lagranjita,26,vaca,10:00 AM
2022-03-23,lagranjita,21,gallo,11:00 AM
2022-03-23,lagranjita,30,caiman,12:00 PM
2022-03-23,lagranjita,11,gato,01:00 PM
2022-03-23,lagranjita,34,venado,02:00 PM
2022-03-23,lagranjita,28,zamuro,03:00 PM
2022-03-23,lagranjita,17,pavo,04:00 PM
2022-03-23,lagranjita,2,toro,05:00 PM
2022-03-23,lagranjita,33,pescado,06:00 PM
2022-03-23,lagranjita,23,cebra,07:00 PM
2022-03-24,lagranjita,19,chivo,09:00 AM
2022-03-24,lagranjita,28,zamuro,10:00 AM
2022-03-24,lagranjita,22,camello,11:00 AM
2022-03-24,lagranjita,5,leon,12:00 PM
2022-03-24,lagranjita,25,gallina,01:00 PM
2022-03-24,lagranjita,8,raton,02:00 PM
2022-03-24,lagranjita,21,gallo,03:00 PM
2022-03-24,lagranjita,10,tigre,04:00 PM
2022-03-24,lagranjita,16,oso,05:00 PM
2022-03-24,lagranjita,27,perro,06:00 PM
2022-03-24,lagranjita,14,paloma,07:00 PM
2022-03-25,lagranjita,1,carnero,09:00 AM
2022-03-25,lagranjita,32,ardilla,10:00 AM
2022-03-25,lagranjita,25,gallina,11:00 AM
2022-03-25,lagranjita,7,perico,12:00 PM
2022-03-25,lagranjita,36,culebra,01:00 PM
2022-03-25,lagranjita,29,elefante,02:00 PM
2022-03-25,lagranjita,33,pescado,03:00 PM
2022-03-25,lagranjita,5,leon,04:00 PM
2022-03-25,lagranjita,23,cebra,05:00 PM
2022-03-25,lagranjita,10,tigre,06:00 PM
2022-03-25,lagranjita,9,aguila,07:00 PM
2022-03-26,lagranjita,19,chivo,09:00 AM
2022-03-26,lagranjita,37,ballena,10:00 AM
2022-03-26,lagranjita,15,zorro,11:00 AM
2022-03-26,lagranjita,29,elefante,12:00 PM
2022-03-26,lagranjita,28,zamuro,01:00 PM
2022-03-26,lagranjita,12,caballo,02:00 PM
2022-03-26,lagranjita,26,vaca,03:00 PM
2022-03-26,lagranjita,37,ballena,04:00 PM
2022-03-26,lagranjita,31,lapa,05:00 PM
2022-03-26,lagranjita,1,carnero,06:00 PM
2022-03-26,lagranjita,21,gallo,07:00 PM
2022-03-27,lagranjita,17,pavo,09:00 AM
2022-03-27,lagranjita,4,alacran,10:00 AM
2022-03-27,lagranjita,19,chivo,11:00 AM
2022-03-27,lagranjita,8,raton,12:00 PM
2022-03-27,lagranjita,37,ballena,01:00 PM
2022-03-27,lagranjita,6,rana,02:00 PM
2022-03-27,lagranjita,7,perico,03:00 PM
2022-03-27,lagranjita,12,caballo,04:00 PM
2022-03-27,lagranjita,4,alacran,05:00 PM
2022-03-27,lagranjita,32,ardilla,06:00 PM
2022-03-27,lagranjita,32,ardilla,07:00 PM
2022-03-28,lagranjita,22,camello,09:00 AM
2022-03-28,lagranjita,34,venado,10:00 AM
2022-03-28,lagranjita,29,elefante,11:00 AM
2022-03-28,lagranjita,23,cebra,12:00 PM
2022-03-28,lagranjita,1,carnero,01:00 PM
2022-03-28,lagranjita,27,perro,02:00 PM
2022-03-28,lagranjita,17,pavo,03:00 PM
2022-03-28,lagranjita,2,toro,04:00 PM
2022-03-28,lagranjita,32,ardilla,05:00 PM
2022-03-28,lagranjita,21,gallo,06:00 PM
2022-03-28,lagranjita,36,culebra,07:00 PM
2022-03-29,lagranjita,18,burro,09:00 AM
2022-03-29,lagranjita,0,delfin,10:00 AM
2022-03-29,lagranjita,37,ballena,11:00 AM
2022-03-29,lagranjita,28,zamuro,12:00 PM
2022-03-29,lagranjita,34,venado,01:00 PM
2022-03-29,lagranjita,3,ciempies,02:00 PM
2022-03-29,lagranjita,20,cochino,03:00 PM
2022-03-29,lagranjita,29,elefante,04:00 PM
2022-03-29,lagranjita,5,leon,05:00 PM
2022-03-29,lagranjita,24,iguana,06:00 PM
2022-03-29,lagranjita,21,gallo,07:00 PM
2022-03-30,lagranjita,10,tigre,09:00 AM
2022-03-30,lagranjita,25,gallina,10:00 AM
2022-03-30,lagranjita,36,culebra,11:00 AM
2022-03-30,lagranjita,20,cochino,12:00 PM
2022-03-30,lagranjita,32,ardilla,01:00 PM
2022-03-30,lagranjita,14,paloma,02:00 PM
2022-03-30,lagranjita,19,chivo,03:00 PM
2022-03-30,lagranjita,8,raton,04:00 PM
2022-03-30,lagranjita,33,pescado,05:00 PM
2022-03-30,lagranjita,4,alacran,06:00 PM
2022-03-30,lagranjita,7,perico,07:00 PM
2022-03-31,lagranjita,28,zamuro,09:00 AM
2022-03-31,lagranjita,2,toro,10:00 AM
2022-03-31,lagranjita,25,gallina,11:00 AM
2022-03-31,lagranjita,0,delfin,12:00 PM
2022-03-31,lagranjita,23,cebra,01:00 PM
2022-03-31,lagranjita,27,perro,02:00 PM
2022-03-31,lagranjita,22,camello,03:00 PM
2022-03-31,lagranjita,19,chivo,04:00 PM
2022-03-31,lagranjita,6,rana,05:00 PM
2022-03-31,lagranjita,18,burro,06:00 PM
2022-03-31,lagranjita,28,zamuro,07:00 PM
2022-04-01,lagranjita,3,ciempies,09:00 AM
2022-04-01,lagranjita,16,oso,10:00 AM
2022-04-01,lagranjita,6,rana,11:00 AM
2022-04-01,lagranjita,14,paloma,12:00 PM
2022-04-01,lagranjita,5,leon,01:00 PM
2022-04-01,lagranjita,17,pavo,02:00 PM
2022-04-01,lagranjita,21,gallo,03:00 PM
2022-04-01,lagranjita,28,zamuro,04:00 PM
2022-04-01,lagranjita,24,iguana,05:00 PM
2022-04-01,lagranjita,8,raton,06:00 PM
2022-04-01,lagranjita,29,elefante,07:00 PM
2022-04-02,lagranjita,12,caballo,09:00 AM
2022-04-02,lagranjita,4,alacran,10:00 AM
2022-04-02,lagranjita,0,delfin,11:00 AM
2022-04-02,lagranjita,31,lapa,12:00 PM
2022-04-02,lagranjita,16,oso,01:00 PM
2022-04-02,lagranjita,1,carnero,02:00 PM
2022-04-02,lagranjita,12,caballo,03:00 PM
2022-04-02,lagranjita,27,perro,04:00 PM
2022-04-02,lagranjita,19,chivo,05:00 PM
2022-04-02,lagranjita,29,elefante,06:00 PM
2022-04-02,lagranjita,7,perico,07:00 PM
2022-04-03,lagranjita,26,vaca,09:00 AM
2022-04-03,lagranjita,28,zamuro,10:00 AM
2022-04-03,lagranjita,31,lapa,11:00 AM
2022-04-03,lagranjita,23,cebra,12:00 PM
2022-04-03,lagranjita,1,carnero,01:00 PM
2022-04-03,lagranjita,24,iguana,02:00 PM
2022-04-03,lagranjita,26,vaca,03:00 PM
2022-04-03,lagranjita,14,paloma,04:00 PM
2022-04-03,lagranjita,6,rana,05:00 PM
2022-04-03,lagranjita,0,delfin,06:00 PM
2022-04-03,lagranjita,10,tigre,07:00 PM
2022-04-04,lagranjita,37,ballena,09:00 AM
2022-04-04,lagranjita,8,raton,10:00 AM
2022-04-04,lagranjita,15,zorro,11:00 AM
2022-04-04,lagranjita,7,perico,12:00 PM
2022-04-04,lagranjita,16,oso,01:00 PM
2022-04-04,lagranjita,35,jirafa,02:00 PM
2022-04-04,lagranjita,33,pescado,03:00 PM
2022-04-04,lagranjita,9,aguila,04:00 PM
2022-04-04,lagranjita,20,cochino,05:00 PM
2022-04-04,lagranjita,12,caballo,06:00 PM
2022-04-04,lagranjita,19,chivo,07:00 PM
2022-04-05,lagranjita,26,vaca,09:00 AM
2022-04-05,lagranjita,3,ciempies,10:00 AM
2022-04-05,lagranjita,23,cebra,11:00 AM
2022-04-05,lagranjita,34,venado,12:00 PM
2022-04-05,lagranjita,13,mono,01:00 PM
2022-04-05,lagranjita,36,culebra,02:00 PM
2022-04-05,lagranjita,29,elefante,03:00 PM
2022-04-05,lagranjita,37,ballena,04:00 PM
2022-04-05,lagranjita,6,rana,05:00 PM
2022-04-05,lagranjita,1,carnero,06:00 PM
2022-04-05,lagranjita,25,gallina,07:00 PM
2022-04-06,lagranjita,17,pavo,09:00 AM
2022-04-06,lagranjita,18,burro,10:00 AM
2022-04-06,lagranjita,2,toro,11:00 AM
2022-04-06,lagranjita,6,rana,12:00 PM
2022-04-06,lagranjita,20,cochino,01:00 PM
2022-04-06,lagranjita,5,leon,02:00 PM
2022-04-06,lagranjita,11,gato,03:00 PM
2022-04-06,lagranjita,19,chivo,04:00 PM
2022-04-06,lagranjita,18,burro,05:00 PM
2022-04-06,lagranjita,8,raton,06:00 PM
2022-04-06,lagranjita,12,caballo,07:00 PM
2022-04-07,lagranjita,13,mono,09:00 AM
2022-04-07,lagranjita,15,zorro,10:00 AM
2022-04-07,lagranjita,34,venado,11:00 AM
2022-04-07,lagranjita,20,cochino,12:00 PM
2022-04-07,lagranjita,24,iguana,01:00 PM
2022-04-07,lagranjita,28,zamuro,02:00 PM
2022-04-07,lagranjita,36,culebra,03:00 PM
2022-04-07,lagranjita,25,gallina,04:00 PM
2022-04-07,lagranjita,32,ardilla,05:00 PM
2022-04-07,lagranjita,30,caiman,06:00 PM
2022-04-07,lagranjita,5,leon,07:00 PM
2022-04-08,lagranjita,26,vaca,09:00 AM
2022-04-08,lagranjita,4,alacran,10:00 AM
2022-04-08,lagranjita,1,carnero,11:00 AM
2022-04-08,lagranjita,3,ciempies,12:00 PM
2022-04-08,lagranjita,19,chivo,01:00 PM
2022-04-08,lagranjita,9,aguila,02:00 PM
2022-04-08,lagranjita,33,pescado,03:00 PM
2022-04-08,lagranjita,29,elefante,04:00 PM
2022-04-08,lagranjita,11,gato,05:00 PM
2022-04-08,lagranjita,27,perro,06:00 PM
2022-04-08,lagranjita,23,cebra,07:00 PM
2022-04-09,lagranjita,17,pavo,09:00 AM
2022-04-09,lagranjita,3,ciempies,10:00 AM
2022-04-09,lagranjita,0,delfin,11:00 AM
2022-04-09,lagranjita,7,perico,12:00 PM
2022-04-09,lagranjita,23,cebra,01:00 PM
2022-04-09,lagranjita,24,iguana,02:00 PM
2022-04-09,lagranjita,15,zorro,03:00 PM
2022-04-09,lagranjita,1,carnero,04:00 PM
2022-04-09,lagranjita,7,perico,05:00 PM
2022-04-09,lagranjita,12,caballo,06:00 PM
2022-04-09,lagranjita,23,cebra,07:00 PM
2022-04-10,lagranjita,36,culebra,09:00 AM
2022-04-10,lagranjita,31,lapa,10:00 AM
2022-04-10,lagranjita,9,aguila,11:00 AM
2022-04-10,lagranjita,26,vaca,12:00 PM
2022-04-10,lagranjita,6,rana,01:00 PM
2022-04-10,lagranjita,27,perro,02:00 PM
2022-04-10,lagranjita,4,alacran,03:00 PM
2022-04-10,lagranjita,22,camello,04:00 PM
2022-04-10,lagranjita,19,chivo,05:00 PM
2022-04-10,lagranjita,31,lapa,06:00 PM
2022-04-10,lagranjita,23,cebra,07:00 PM
2022-04-11,lagranjita,37,ballena,09:00 AM
2022-04-11,lagranjita,17,pavo,10:00 AM
2022-04-11,lagranjita,32,ardilla,11:00 AM
2022-04-11,lagranjita,30,caiman,12:00 PM
2022-04-11,lagranjita,16,oso,01:00 PM
2022-04-11,lagranjita,21,gallo,02:00 PM
2022-04-11,lagranjita,6,rana,03:00 PM
2022-04-11,lagranjita,14,paloma,04:00 PM
2022-04-11,lagranjita,3,ciempies,05:00 PM
2022-04-11,lagranjita,9,aguila,06:00 PM
2022-04-11,lagranjita,37,ballena,07:00 PM
2022-04-12,lagranjita,4,alacran,09:00 AM
2022-04-12,lagranjita,20,cochino,10:00 AM
2022-04-12,lagranjita,18,burro,11:00 AM
2022-04-12,lagranjita,11,gato,12:00 PM
2022-04-12,lagranjita,14,paloma,01:00 PM
2022-04-12,lagranjita,0,delfin,02:00 PM
2022-04-12,lagranjita,5,leon,03:00 PM
2022-04-12,lagranjita,21,gallo,04:00 PM
2022-04-12,lagranjita,31,lapa,05:00 PM
2022-04-12,lagranjita,26,vaca,06:00 PM
2022-04-12,lagranjita,3,ciempies,07:00 PM
2022-04-13,lagranjita,7,perico,09:00 AM
2022-04-13,lagranjita,22,camello,10:00 AM
2022-04-13,lagranjita,6,rana,11:00 AM
2022-04-13,lagranjita,37,ballena,12:00 PM
2022-04-13,lagranjita,15,zorro,01:00 PM
2022-04-13,lagranjita,24,iguana,02:00 PM
2022-04-13,lagranjita,18,burro,03:00 PM
2022-04-13,lagranjita,30,caiman,04:00 PM
2022-04-13,lagranjita,32,ardilla,05:00 PM
2022-04-13,lagranjita,22,camello,06:00 PM
2022-04-13,lagranjita,9,aguila,07:00 PM
2022-04-16,lagranjita,29,elefante,09:00 AM
2022-04-16,lagranjita,13,mono,10:00 AM
2022-04-16,lagranjita,36,culebra,11:00 AM
2022-04-16,lagranjita,32,ardilla,12:00 PM
2022-04-16,lagranjita,12,caballo,01:00 PM
2022-04-16,lagranjita,28,zamuro,02:00 PM
2022-04-16,lagranjita,33,pescado,03:00 PM
2022-04-16,lagranjita,30,caiman,04:00 PM
2022-04-16,lagranjita,6,rana,05:00 PM
2022-04-16,lagranjita,0,delfin,06:00 PM
2022-04-16,lagranjita,24,iguana,07:00 PM
2022-04-17,lagranjita,25,gallina,09:00 AM
2022-04-17,lagranjita,20,cochino,10:00 AM
2022-04-17,lagranjita,8,raton,11:00 AM
2022-04-17,lagranjita,22,camello,12:00 PM
2022-04-17,lagranjita,23,cebra,01:00 PM
2022-04-17,lagranjita,7,perico,02:00 PM
2022-04-17,lagranjita,2,toro,03:00 PM
2022-04-17,lagranjita,9,aguila,04:00 PM
2022-04-17,lagranjita,13,mono,05:00 PM
2022-04-17,lagranjita,34,venado,06:00 PM
2022-04-17,lagranjita,8,raton,07:00 PM
2022-04-18,lagranjita,15,zorro,09:00 AM
2022-04-18,lagranjita,16,oso,10:00 AM
2022-04-18,lagranjita,35,jirafa,11:00 AM
2022-04-18,lagranjita,30,caiman,12:00 PM
2022-04-18,lagranjita,19,chivo,01:00 PM
2022-04-18,lagranjita,36,culebra,02:00 PM
2022-04-18,lagranjita,25,gallina,03:00 PM
2022-04-18,lagranjita,27,perro,04:00 PM
2022-04-18,lagranjita,32,ardilla,05:00 PM
2022-04-18,lagranjita,5,leon,06:00 PM
2022-04-18,lagranjita,34,venado,07:00 PM
2022-04-19,lagranjita,14,paloma,09:00 AM
2022-04-19,lagranjita,13,mono,10:00 AM
2022-04-19,lagranjita,17,pavo,11:00 AM
2022-04-19,lagranjita,12,caballo,12:00 PM
2022-04-19,lagranjita,27,perro,01:00 PM
2022-04-19,lagranjita,3,ciempies,02:00 PM
2022-04-19,lagranjita,2,toro,03:00 PM
2022-04-19,lagranjita,17,pavo,04:00 PM
2022-04-19,lagranjita,8,raton,05:00 PM
2022-04-19,lagranjita,3,ciempies,06:00 PM
2022-04-19,lagranjita,0,delfin,07:00 PM
2022-04-20,lagranjita,36,culebra,09:00 AM
2022-04-20,lagranjita,22,camello,10:00 AM
2022-04-20,lagranjita,9,aguila,11:00 AM
2022-04-20,lagranjita,31,lapa,12:00 PM
2022-04-20,lagranjita,37,ballena,01:00 PM
2022-04-20,lagranjita,33,pescado,02:00 PM
2022-04-20,lagranjita,35,jirafa,03:00 PM
2022-04-20,lagranjita,19,chivo,04:00 PM
2022-04-20,lagranjita,14,paloma,05:00 PM
2022-04-20,lagranjita,30,caiman,06:00 PM
2022-04-20,lagranjita,24,iguana,07:00 PM
2022-04-21,lagranjita,26,vaca,09:00 AM
2022-04-21,lagranjita,0,delfin,10:00 AM
2022-04-21,lagranjita,23,cebra,11:00 AM
2022-04-21,lagranjita,36,culebra,12:00 PM
2022-04-21,lagranjita,29,elefante,01:00 PM
2022-04-21,lagranjita,11,gato,02:00 PM
2022-04-21,lagranjita,13,mono,03:00 PM
2022-04-21,lagranjita,16,oso,04:00 PM
2022-04-21,lagranjita,18,burro,05:00 PM
2022-04-21,lagranjita,20,cochino,06:00 PM
2022-04-21,lagranjita,25,gallina,07:00 PM
2022-04-22,lagranjita,3,ciempies,09:00 AM
2022-04-22,lagranjita,8,raton,10:00 AM
2022-04-22,lagranjita,2,toro,11:00 AM
2022-04-22,lagranjita,34,venado,12:00 PM
2022-04-22,lagranjita,33,pescado,01:00 PM
2022-04-22,lagranjita,5,leon,02:00 PM
2022-04-22,lagranjita,18,burro,03:00 PM
2022-04-22,lagranjita,35,jirafa,04:00 PM
2022-04-22,lagranjita,29,elefante,05:00 PM
2022-04-22,lagranjita,17,pavo,06:00 PM
2022-04-22,lagranjita,34,venado,07:00 PM
2022-04-23,lagranjita,24,iguana,09:00 AM
2022-04-23,lagranjita,31,lapa,10:00 AM
2022-04-23,lagranjita,7,perico,11:00 AM
2022-04-23,lagranjita,25,gallina,12:00 PM
2022-04-23,lagranjita,30,caiman,01:00 PM
2022-04-23,lagranjita,5,leon,02:00 PM
2022-04-23,lagranjita,19,chivo,03:00 PM
2022-04-23,lagranjita,1,carnero,04:00 PM
2022-04-23,lagranjita,13,mono,05:00 PM
2022-04-23,lagranjita,12,caballo,06:00 PM
2022-04-23,lagranjita,16,oso,07:00 PM
2022-04-24,lagranjita,20,cochino,09:00 AM
2022-04-24,lagranjita,0,delfin,10:00 AM
2022-04-24,lagranjita,9,aguila,11:00 AM
2022-04-24,lagranjita,14,paloma,12:00 PM
2022-04-24,lagranjita,31,lapa,01:00 PM
2022-04-24,lagranjita,3,ciempies,02:00 PM
2022-04-24,lagranjita,23,cebra,03:00 PM
2022-04-24,lagranjita,12,caballo,04:00 PM
2022-04-24,lagranjita,15,zorro,05:00 PM
2022-04-24,lagranjita,33,pescado,06:00 PM
2022-04-24,lagranjita,9,aguila,07:00 PM
2022-04-25,lagranjita,35,jirafa,09:00 AM
2022-04-25,lagranjita,36,culebra,10:00 AM
2022-04-25,lagranjita,37,ballena,11:00 AM
2022-04-25,lagranjita,5,leon,12:00 PM
2022-04-25,lagranjita,32,ardilla,01:00 PM
2022-04-25,lagranjita,7,perico,02:00 PM
2022-04-25,lagranjita,2,toro,03:00 PM
2022-04-25,lagranjita,27,perro,04:00 PM
2022-04-25,lagranjita,22,camello,05:00 PM
2022-04-25,lagranjita,30,caiman,06:00 PM
2022-04-25,lagranjita,32,ardilla,07:00 PM
2022-04-26,lagranjita,11,gato,09:00 AM
2022-04-26,lagranjita,16,oso,10:00 AM
2022-04-26,lagranjita,25,gallina,11:00 AM
2022-04-26,lagranjita,36,culebra,12:00 PM
2022-04-26,lagranjita,13,mono,01:00 PM
2022-04-26,lagranjita,34,venado,02:00 PM
2022-04-26,lagranjita,28,zamuro,03:00 PM
2022-04-26,lagranjita,27,perro,04:00 PM
2022-04-26,lagranjita,11,gato,05:00 PM
2022-04-26,lagranjita,19,chivo,06:00 PM
2022-04-26,lagranjita,29,elefante,07:00 PM
2022-04-27,lagranjita,31,lapa,09:00 AM
2022-04-27,lagranjita,1,carnero,10:00 AM
2022-04-27,lagranjita,35,jirafa,11:00 AM
2022-04-27,lagranjita,12,caballo,12:00 PM
2022-04-27,lagranjita,27,perro,01:00 PM
2022-04-27,lagranjita,8,raton,02:00 PM
2022-04-27,lagranjita,9,aguila,03:00 PM
2022-04-27,lagranjita,28,zamuro,04:00 PM
2022-04-27,lagranjita,2,toro,05:00 PM
2022-04-27,lagranjita,30,caiman,06:00 PM
2022-04-27,lagranjita,20,cochino,07:00 PM
2022-04-28,lagranjita,6,rana,09:00 AM
2022-04-28,lagranjita,19,chivo,10:00 AM
2022-04-28,lagranjita,14,paloma,11:00 AM
2022-04-28,lagranjita,11,gato,12:00 PM
2022-04-28,lagranjita,3,ciempies,01:00 PM
2022-04-28,lagranjita,8,raton,02:00 PM
2022-04-28,lagranjita,15,zorro,03:00 PM
2022-04-28,lagranjita,28,zamuro,04:00 PM
2022-04-28,lagranjita,13,mono,05:00 PM
2022-04-28,lagranjita,6,rana,06:00 PM
2022-04-28,lagranjita,5,leon,07:00 PM
2022-04-29,lagranjita,12,caballo,09:00 AM
2022-04-29,lagranjita,16,oso,10:00 AM
2022-04-29,lagranjita,23,cebra,11:00 AM
2022-04-29,lagranjita,22,camello,12:00 PM
2022-04-29,lagranjita,36,culebra,01:00 PM
2022-04-29,lagranjita,20,cochino,02:00 PM
2022-04-29,lagranjita,10,tigre,03:00 PM
2022-04-29,lagranjita,24,iguana,04:00 PM
2022-04-29,lagranjita,27,perro,05:00 PM
2022-04-29,lagranjita,6,rana,06:00 PM
2022-04-29,lagranjita,35,jirafa,07:00 PM
2022-04-30,lagranjita,36,culebra,09:00 AM
2022-04-30,lagranjita,7,perico,10:00 AM
2022-04-30,lagranjita,15,zorro,11:00 AM
2022-04-30,lagranjita,9,aguila,12:00 PM
2022-04-30,lagranjita,10,tigre,01:00 PM
2022-04-30,lagranjita,25,gallina,02:00 PM
2022-04-30,lagranjita,14,paloma,03:00 PM
2022-04-30,lagranjita,24,iguana,04:00 PM
2022-04-30,lagranjita,7,perico,05:00 PM
2022-04-30,lagranjita,28,zamuro,06:00 PM
2022-04-30,lagranjita,11,gato,07:00 PM
2022-05-01,lagranjita,31,lapa,09:00 AM
2022-05-01,lagranjita,30,caiman,10:00 AM
2022-05-01,lagranjita,10,tigre,11:00 AM
2022-05-01,lagranjita,32,ardilla,12:00 PM
2022-05-01,lagranjita,3,ciempies,01:00 PM
2022-05-01,lagranjita,2,toro,02:00 PM
2022-05-01,lagranjita,34,venado,03:00 PM
2022-05-01,lagranjita,16,oso,04:00 PM
2022-05-01,lagranjita,32,ardilla,05:00 PM
2022-05-01,lagranjita,29,elefante,06:00 PM
2022-05-01,lagranjita,20,cochino,07:00 PM
2022-05-02,lagranjita,23,cebra,09:00 AM
2022-05-02,lagranjita,21,gallo,10:00 AM
2022-05-02,lagranjita,36,culebra,11:00 AM
2022-05-02,lagranjita,32,ardilla,12:00 PM
2022-05-02,lagranjita,13,mono,01:00 PM
2022-05-02,lagranjita,12,caballo,02:00 PM
2022-05-02,lagranjita,6,rana,03:00 PM
2022-05-02,lagranjita,30,caiman,04:00 PM
2022-05-02,lagranjita,25,gallina,05:00 PM
2022-05-02,lagranjita,29,elefante,06:00 PM
2022-05-02,lagranjita,28,zamuro,07:00 PM
2022-05-03,lagranjita,24,iguana,09:00 AM
2022-05-03,lagranjita,20,cochino,10:00 AM
2022-05-03,lagranjita,15,zorro,11:00 AM
2022-05-03,lagranjita,19,chivo,12:00 PM
2022-05-03,lagranjita,2,toro,01:00 PM
2022-05-03,lagranjita,18,burro,02:00 PM
2022-05-03,lagranjita,1,carnero,03:00 PM
2022-05-03,lagranjita,27,perro,04:00 PM
2022-05-03,lagranjita,13,mono,05:00 PM
2022-05-03,lagranjita,18,burro,06:00 PM
2022-05-03,lagranjita,37,ballena,07:00 PM
2022-05-04,lagranjita,22,camello,09:00 AM
2022-05-04,lagranjita,8,raton,10:00 AM
2022-05-04,lagranjita,10,tigre,11:00 AM
2022-05-04,lagranjita,35,jirafa,12:00 PM
2022-05-04,lagranjita,23,cebra,01:00 PM
2022-05-04,lagranjita,7,perico,02:00 PM
2022-05-04,lagranjita,29,elefante,03:00 PM
